Unnamed: 0,set_num,set_year,top_5_similar_sets,set_name,set_img_url,theme_id,theme_name,num_parts,A0A5A9,FFFFFF,C91A09,6C6E68,237841,05131D,184632,AA7F2E,F5CD2F,582A12,F2CD37,E4ADC8,AEEFEC,635F52,F08F1C,FCFCFC,0020A0,84B68D,BBE90B,D9E4A7,0055BF,9CA3A8,F8F184,DF6695,E4CD9E,0A3463,720E0F,FF800D,958A73,898788,352100,3F3691,A5A5CB,DBAC34,3E3C39,A95500,923978,4B9F4A,A5A9B4,ADC3C0,C870A0,AA7D55,9BA19D,6D6E5C,F8BB3D,9B9A5A,36AEBF,AC78BA,9FC3E9,E1D5ED,078BC9,FE8A18,FFF03A,DFEEA5,008F9B,5A93DB,A0BCAC,FF698F,D9D9D9,CFE2F7,D09168,E0E0E0,BBA53D,AA4D8E,1B2A34,F2F3F2,583927,764D3B,6074A1,B46A00,575857,C0F500,68BCC5,F6D7B3,BDC6AD,D67572,81007B,FA9C1C,FFA70B,AE7A59,7DBFDD,EBD800,CE1D9B,8320B7,CCA373,755945,x,y
558,41711-1,2022,"['71741-1', '71799-1', '41101-1', '41732-1', '41449-1']",Emma's Art School,https://cdn.rebrickable.com/media/sets/41711-1.jpg,494,Friends,844,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,248.83914785864118,368.0325608970369
559,41712-1,2022,"['71741-1', '71799-1', '41101-1', '41130-1', '71705-1']",Recycling Truck,https://cdn.rebrickable.com/media/sets/41712-1.jpg,494,Friends,259,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,230.8526880054444,347.29628427756154
560,41713-1,2022,"['71741-1', '71799-1', '41101-1', '71705-1', '41732-1']",Olivia's Space Academy,https://cdn.rebrickable.com/media/sets/41713-1.jpg,494,Friends,757,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.01819380621538,518.379155606711
561,41714-1,2022,"['71741-1', '71799-1', '41101-1', '71705-1', '41732-1']",Andrea's Theater School,https://cdn.rebrickable.com/media/sets/41714-1.jpg,494,Friends,1154,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.97991640221726,411.018322528794
562,41715-1,2022,"['71741-1', '71799-1', '41101-1', '41449-1', '41732-1']",Ice Cream Truck,https://cdn.rebrickable.com/media/sets/41715-1.jpg,494,Friends,84,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.9407125201626,306.68887124953784
563,41716-1,2022,"['71741-1', '71799-1', '41101-1', '41130-1', '71705-1']",Stephanie's Sailing Adventure,https://cdn.rebrickable.com/media/sets/41716-1.jpg,494,Friends,305,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.1016757933158,407.0151532916019
564,41717-1,2022,"['71741-1', '71799-1', '41101-1', '41732-1', '41449-1']",Mia's Wildlife Rescue,https://cdn.rebrickable.com/media/sets/41717-1.jpg,494,Friends,439,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.20564157637725,437.9913249133377
565,41718-1,2022,"['71741-1', '71799-1', '41101-1', '41449-1', '41732-1']",Pet Day-Care Center,https://cdn.rebrickable.com/media/sets/41718-1.jpg,494,Friends,593,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.5780229266848,423.18295698715156
566,41719-1,2022,"['71741-1', '71799-1', '41101-1', '41732-1', '71705-1']",Mobile Fashion Boutique,https://cdn.rebrickable.com/media/sets/41719-1.jpg,494,Friends,94,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.00178049440161,323.75033876027294
567,41720-1,2022,"['71741-1', '71799-1', '41101-1', '41732-1', '41449-1']",Water Park,https://cdn.rebrickable.com/media/sets/41720-1.jpg,494,Friends,373,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.18122128370653,355.00535988334303
568,41721-1,2022,"['71741-1', '71799-1', '41101-1', '41732-1', '71705-1']",Organic Farm,https://cdn.rebrickable.com/media/sets/41721-1.jpg,494,Friends,826,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.3000586683507,497.6325869093761
569,41722-1,2022,"['71741-1', '71799-1', '41101-1', '71705-1', '41732-1']",Horse Show Trailer,https://cdn.rebrickable.com/media/sets/41722-1.jpg,494,Friends,1004,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.7073807166116,361.253490050792
570,41723-1,2023,"['71741-1', '71799-1', '41732-1', '41101-1', '41704-1']",Donut Shop,https://cdn.rebrickable.com/media/sets/41723-1.jpg,494,Friends,63,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.5297429526139,301.47802572627705
571,41724-1,2023,"['71741-1', '71799-1', '41732-1', '41101-1', '41449-1']",Paisley's House,https://cdn.rebrickable.com/media/sets/41724-1.jpg,494,Friends,185,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.73659640781598,440.96388743192597
572,41725-1,2023,"['71741-1', '71799-1', '41101-1', '41401-1', '41436-1']",Beach Buggy Fun,https://cdn.rebrickable.com/media/sets/41725-1.jpg,494,Friends,61,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.95881754855273,312.5245781875814
573,41726-1,2023,"['71741-1', '41101-1', '71799-1', '41130-1', '41732-1']",Holiday Camping Trip,https://cdn.rebrickable.com/media/sets/41726-1.jpg,494,Friends,87,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.19467764795723,442.0773569464231
574,41727-1,2023,"['71741-1', '71799-1', '41101-1', '41732-1', '41449-1']",Dog Rescue Center,https://cdn.rebrickable.com/media/sets/41727-1.jpg,494,Friends,617,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.16087332229947,475.5480852921372
575,41728-1,2023,"['71741-1', '71799-1', '41101-1', '41732-1', '41449-1']",Heartlake Downtown Diner,https://cdn.rebrickable.com/media/sets/41728-1.jpg,494,Friends,346,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.28754803614638,488.4556016789812
576,41729-1,2023,"['71741-1', '71799-1', '41101-1', '41732-1', '71705-1']",Organic Grocery Store,https://cdn.rebrickable.com/media/sets/41729-1.jpg,494,Friends,830,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45.36303450212977,359.3044564253014
577,41730-1,2023,"['71741-1', '71799-1', '41101-1', '41732-1', '71705-1']",Autumn's House,https://cdn.rebrickable.com/media/sets/41730-1.jpg,494,Friends,853,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.51963449081045,323.1056008502454
578,41731-1,2023,"['71741-1', '71799-1', '41101-1', '41732-1', '41704-1']",Heartlake International School,https://cdn.rebrickable.com/media/sets/41731-1.jpg,494,Friends,985,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,211.08893406681062,320.9215684998757
579,41732-1,2023,"['71741-1', '71799-1', '41101-1', '41704-1', '71705-1']",Downtown Flower and Design Stores,https://cdn.rebrickable.com/media/sets/41732-1.jpg,494,Friends,2010,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,254.521078095215,319.8209065302534
580,41733-1,2023,"['71741-1', '71799-1', '41101-1', '41449-1', '71705-1']",Mobile Bubble Tea Shop,https://cdn.rebrickable.com/media/sets/41733-1.jpg,494,Friends,109,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.927419148285,410.3291111236695
581,41734-1,2023,"['71741-1', '71799-1', '41101-1', '71705-1', '41732-1']",Sea Rescue Boat,https://cdn.rebrickable.com/media/sets/41734-1.jpg,494,Friends,717,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,148.05752584410786,353.78631121247764
582,41735-1,2023,"['71741-1', '71799-1', '41101-1', '41732-1', '71705-1']",Mobile Tiny House,https://cdn.rebrickable.com/media/sets/41735-1.jpg,494,Friends,785,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.19733487802267,440.26433878153847
583,41736-1,2023,"['71741-1', '71799-1', '41101-1', '41732-1', '41449-1']",Sea Rescue Center,https://cdn.rebrickable.com/media/sets/41736-1.jpg,494,Friends,376,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,159.34197579095306,459.9574292657519
584,41737-1,2023,"['71741-1', '71799-1', '41101-1', '71705-1', '41732-1']",Beach Amusement Park,https://cdn.rebrickable.com/media/sets/41737-1.jpg,494,Friends,1348,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.18667325462354,417.0706163006831
585,41738-1,2023,"['71741-1', '71799-1', '41101-1', '41732-1', '41704-1']",Dog Rescue Bike,https://cdn.rebrickable.com/media/sets/41738-1.jpg,494,Friends,125,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.2439650309365,383.5072983850098
586,41739-1,2023,"['71741-1', '71799-1', '41101-1', '41732-1', '71705-1']",Liann's Room,https://cdn.rebrickable.com/media/sets/41739-1.jpg,494,Friends,204,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.57347354566808,337.9601557188724
587,41740-1,2023,"['71741-1', '71799-1', '41732-1', '41101-1', '71705-1']",Aliya's Room,https://cdn.rebrickable.com/media/sets/41740-1.jpg,494,Friends,208,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.1472049282919,308.2219962558139
588,41741-1,2023,"['71741-1', '71799-1', '41101-1', '41704-1', '41449-1']",Dog Rescue Van,https://cdn.rebrickable.com/media/sets/41741-1.jpg,494,Friends,300,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.2102625511929,398.01586054090285
589,41742-1,2023,"['71741-1', '71799-1', '41101-1', '41732-1', '41449-1']",Cat Hotel,https://cdn.rebrickable.com/media/sets/41742-1.jpg,494,Friends,445,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.83847430117527,379.813755254501
590,41743-1,2023,"['71741-1', '71799-1', '41101-1', '41732-1', '71705-1']",Hair Salon,https://cdn.rebrickable.com/media/sets/41743-1.jpg,494,Friends,401,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,220.68800618675755,343.53317996850194
591,41744-1,2023,"['71741-1', '71799-1', '41101-1', '41732-1', '71705-1']",Sports Centre,https://cdn.rebrickable.com/media/sets/41744-1.jpg,494,Friends,832,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,132.3186756942931,305.2835283537652
592,41745-1,2023,"['71741-1', '71799-1', '41101-1', '41732-1', '71705-1']",Autumn's Horse Stable,https://cdn.rebrickable.com/media/sets/41745-1.jpg,494,Friends,545,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.01262910145473,389.51969619403496
593,41746-1,2023,"['71741-1', '71799-1', '41101-1', '41732-1', '41449-1']",Horse Training,https://cdn.rebrickable.com/media/sets/41746-1.jpg,494,Friends,149,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.35421590275254,505.9603584476812
594,41747-1,2023,"['71741-1', '71799-1', '41101-1', '41449-1', '41704-1']",Heartlake City Community Kitchen,https://cdn.rebrickable.com/media/sets/41747-1.jpg,494,Friends,696,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.55782102366878,384.16552478617893
595,41748-1,2023,"['71741-1', '71799-1', '41101-1', '41732-1', '41704-1']",Heartlake City Community Center,https://cdn.rebrickable.com/media/sets/41748-1.jpg,494,Friends,1513,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,135.61408908930775,423.9829811108477
596,41749-1,2023,"['71741-1', '71799-1', '41101-1', '71705-1', '41732-1']",News Van,https://cdn.rebrickable.com/media/sets/41749-1.jpg,494,Friends,446,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91.86348046601987,374.9714391587831
597,41751-1,2023,"['71741-1', '71799-1', '41101-1', '71705-1', '41732-1']",Skate Park,https://cdn.rebrickable.com/media/sets/41751-1.jpg,494,Friends,431,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.470517414585,420.52158973298486
598,41752-1,2023,"['71741-1', '71799-1', '41130-1', '41101-1', '3315-1']",Sea Rescue Plane,https://cdn.rebrickable.com/media/sets/41752-1.jpg,494,Friends,203,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,272.1398116046448,341.79115703447167
599,41753-1,2023,"['71741-1', '71799-1', '41101-1', '41732-1', '41704-1']",Pancake Shop,https://cdn.rebrickable.com/media/sets/41753-1.jpg,494,Friends,157,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.01637962917616,315.9953172745566
600,41754-1,2023,"['71741-1', '71799-1', '41101-1', '41732-1', '71705-1']",Leo's Room,https://cdn.rebrickable.com/media/sets/41754-1.jpg,494,Friends,203,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.15077679162903,316.7001823854668
601,41755-1,2023,"['71741-1', '71799-1', '41101-1', '41732-1', '41704-1']",Nova's Room,https://cdn.rebrickable.com/media/sets/41755-1.jpg,494,Friends,179,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,162.32897944038146,502.763137392716
602,41756-1,2023,"['71741-1', '71799-1', '41101-1', '71705-1', '41732-1']",Holiday Ski Slope and Café,https://cdn.rebrickable.com/media/sets/41756-1.jpg,494,Friends,980,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,108.31704041334994,379.0615615365478
603,41757-1,2023,"['71741-1', '71799-1', '41732-1', '41101-1', '41704-1']",Botanical Garden,https://cdn.rebrickable.com/media/sets/41757-1.jpg,494,Friends,1072,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,89.22699423479517,362.26094422919505
604,41759-1,2023,"['71741-1', '71799-1', '41101-1', '71705-1', '41732-1']",Heartlake City Bus,https://cdn.rebrickable.com/media/sets/41759-1.jpg,494,Friends,480,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.00520207390872,428.02253987578183
605,41760-1,2023,"['71741-1', '71799-1', '41101-1', '41732-1', '71705-1']",Igloo Holiday Adventure,https://cdn.rebrickable.com/media/sets/41760-1.jpg,494,Friends,491,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,129.79123433841957,321.8886801109965
