,Unnamed: 0,set_num,name,year,num_parts
16414,16414,8051-1,Motorbike,2010,467
16415,16415,805-2,3 Little Indians,1964,89
16416,16416,8052-1,Container Truck,2010,686
16417,16417,8053-1,Mobile Crane,2010,1289
16418,16418,8054-1,Universal Building Set,1989,196
16419,16419,8055-1,Universal Building Set with Motor,1986,188
16420,16420,8056-1,Monster Crab Clash,2010,69
16421,16421,8057-1,Wreck Raider,2010,65
16422,16422,8058-1,Guardian of the Deep,2010,145
16423,16423,8059-1,Seabed Scavenger,2010,120
16424,16424,8060-1,Typhoon Turbo Sub,2010,198
16425,16425,806-1,Extra Plates Blue,1986,42
16426,16426,8061-1,Gateway of the Squid,2010,356
16427,16427,806-2,Cowboy & Pony,1964,87
16428,16428,8062-1,Universal Set with Storage Case,1994,410
16429,16429,8063-1,Tractor with Trailer,2009,1100
16430,16430,8064-1,Motorized Universal Building Set,1990,221
16431,16431,8065-1,Mini Container Truck,2011,119
16432,16432,8066-1,Off-Roader,2011,141
16433,16433,8067-1,Mini Mobile Crane,2011,292
16434,16434,8068-1,Rescue Helicopter,2011,408
16435,16435,8069-1,Backhoe Loader,2011,609
16436,16436,8070-1,Supercar,2011,1281
16437,16437,807-1,Extra Plates Red,1986,42
16438,16438,8071-1,Lift Truck,2011,593
16439,16439,8072-1,Sea Jet,2010,24
16440,16440,8073-1,Manta Warrior,2010,13
16441,16441,8074-1,Universal Building Set with Flex System,1991,317
16442,16442,80741919-1,Ninjago: Ninja vs. Hypnobrai,2012,6
16443,16443,8075-1,Neptune Carrier,2010,481
16444,16444,8076-1,Deep Sea Striker,2010,261
16445,16445,8077-1,Atlantis Exploration HQ,2010,475
16446,16446,8078-1,Portal of Atlantis,2010,1008
16447,16447,8079-1,Shadow Snapper,2010,245
16448,16448,80791214-1,DC Comics Super Heroes: Enter The Dark Knight,2016,5
16449,16449,80791412-1,DC Comics Super Heroes: Faster Than Lightning!,2018,4
16450,16450,8080-1,Undersea Explorer,2010,364
16451,16451,808-1,Wheels and Tires,1986,40
16452,16452,8081-1,Extreme Cruiser,2011,590
16453,16453,8082-1,Universal Building Set,1993,460
16454,16454,8083-1,Rebel Trooper Battle Pack,2010,79
16455,16455,8084-1,Snowtrooper Battle Pack,2010,74
16456,16456,8085-1,Freeco Speeder,2010,177
16457,16457,8086-1,Droid Tri-Fighter,2010,268
16458,16458,8087-1,TIE Defender,2010,304
16459,16459,8088-1,ARC-170 Starfighter,2010,396
16460,16460,8089-1,Hoth Wampa Cave,2010,297
16461,16461,8090-1,TECHNIC Universal Set,1982,274
16462,16462,809-1,Doors and Windows,1986,38
16463,16463,8091-1,Republic Swamp Speeder,2010,176
16464,16464,8092-1,Luke's Landspeeder,2010,163
16465,16465,8093-1,Plo Koon's Jedi Starfighter,2010,175
16466,16466,8094-1,TECHNIC Control Centre,1990,549
16467,16467,8095-1,General Grievous' Starfighter,2010,454
16468,16468,8096-1,Emperor Palpatine's Shuttle,2010,592
16469,16469,8097-1,Slave I,2010,563
16470,16470,8098-1,Clone Turbo Tank,2010,1145
16471,16471,8099-1,Midi-Scale Imperial Star Destroyer,2010,423
16472,16472,81000-1,Koi,2019,293
16473,16473,810002-1,50 Years of the LEGO Brick,2008,6
16474,16474,810003-1,LEGO Collector - 1st Edition,2008,0
16475,16475,810005-1,LEGO Collector - 2nd Edition,2011,0
16476,16476,8100-1,Cyclone Defender,2007,92
16477,16477,810010-1,Duplo Bedding - Baby (Green),2008,0
16478,16478,81001-1,Shark Skin,2019,31
16479,16479,810011-1,Duplo Fitted Sheet,2008,0
16480,16480,810012-1,Duplo Bedding (Green),2008,0
16481,16481,81002-1,Splash Koi Skin,2019,33
16482,16482,810022-1,Duplo Bedding (Pink),2008,0
16483,16483,810030-1,Bedding (Blue),2008,0
16484,16484,81003-1,Ink Koi Skin,2019,33
16485,16485,81007-1,Design Your Own LEGO City Set,2020,1
16486,16486,810-1,Basic Motor Set,1985,33
16487,16487,8101-1,Claw Crusher,2007,99
16488,16488,810-2,Town Plan - Continental European,1961,760
16489,16489,8102-1,Blade Titan,2007,162
16490,16490,810-3,Gear Truck Set,1974,112
16491,16491,8103-1,Sky Guardian,2007,144
16492,16492,810-4,"Town Plan - UK, Cardboard box",1962,755
16493,16493,8104-1,Shadow Crawler,2007,161
16494,16494,8105-1,Iron Condor,2007,141
16495,16495,8106-1,Aero Booster,2007,312
16496,16496,8107-1,Fight for the Golden Tower,2007,571
16497,16497,8108-1,Mobile Devastator,2007,1009
16498,16498,8109-1,Flatbed Truck,2011,1115
16499,16499,8110-1,Unimog U400,2011,2048
16500,16500,811-1,"Red Roof Bricks, Steep Pitch",1986,59
16501,16501,8111-1,River Dragon,2008,112
16502,16502,811-2,Gear Crane Set,1974,181
16503,16503,8112-1,Battle Arachnoid,2008,131
16504,16504,8113-1,Assault Tiger,2008,164
16505,16505,8114-1,Chameleon Hunter,2008,189
16506,16506,8115-1,Dark Panther,2008,244
16507,16507,8117-1,Storm Lasher,2008,283
16508,16508,8118-1,Hybrid Rescue Tank,2008,347
16509,16509,8119-1,Thunder Racer,2009,48
16510,16510,8120-1,Rally Sprinter,2009,47
16511,16511,812-1,Gear Supplementary Set,1974,101
16512,16512,8121-1,Track Marshal,2009,48
16513,16513,812-2,"Red Roof Bricks, Shallow Pitch",1986,60
16514,16514,8122-1,Desert Viper,2009,41
16515,16515,8123-1,Ferrari F1 Racers,2009,141
16516,16516,8124-1,Ice Rally,2009,172
16517,16517,8125-1,Thunder Raceway,2009,162
16518,16518,8126-1,Desert Challenge,2009,147
16519,16519,8128-1,Cad Bane's Speeder,2010,318
16520,16520,8129-1,AT-AT Walker,2010,815
16521,16521,8130-1,Terrain Crusher,2007,44
16522,16522,81307-1,Racers Wallet,2008,0
16523,16523,813-1,"Baseplate, Green",1986,1
16524,16524,8131-1,Raceway Rider,2007,51
16525,16525,813-2,Gear Bulldozer Set,1974,130
16526,16526,8132-1,Night Driver,2007,41
16527,16527,8133-1,Rally Rider,2007,51
16528,16528,8134-1,Night Crusher,2007,264
16529,16529,8135-1,Bridge Chase,2007,542
16530,16530,8136-1,Fire Crusher,2007,65
16531,16531,8137-1,Booster Beast,2007,70
16532,16532,8138-1,Phantom Crasher,2007,85
16533,16533,8139-1,Night Blazer,2007,66
16534,16534,8140-1,Tow Trasher,2007,184
16535,16535,814-1,"Baseplates, Green, Red and Yellow",1986,3
16536,16536,8141-1,Off Road Power,2007,201
16537,16537,814-2,Gear Farm Set,1975,88
16538,16538,8142-1,Ferrari 248 F1 1:24 [Vodafone Version],2007,167
16539,16539,8142-2,Ferrari 248 F1 1:24 [Alice Version],2007,167
16540,16540,8143-1,Ferrari 1:17 F430 Challenge,2007,690
16541,16541,8144-1,Ferrari 248 F1 Team,2007,732
16542,16542,8144-2,Ferrari F1 Team,2007,731
16543,16543,8145-1,Ferrari 599 GTB Fiorano 1:10,2007,1326
16544,16544,8146-1,Nitro Muscle,2007,598
16545,16545,8147-1,Bullet Run,2007,795
16546,16546,8148-1,EZ-Roadster,2008,45
16547,16547,8149-1,Midnight Streak,2008,43
16548,16548,8150-1,ZX Turbo,2008,55
16549,16549,815-1,"Baseplate, Gray",1986,1
16550,16550,8151-1,Adrift Sport,2008,52
16551,16551,8152-1,Speed Chasing,2008,142
16552,16552,8153-1,Ferrari F1 Truck 1:55,2008,270
16553,16553,8154-1,Brick Street Customs,2008,1021
16554,16554,8155-1,Ferrari F1 Pit 1:55,2007,482
16555,16555,8156-1,Ferrari FXX 1:17,2008,626
16556,16556,8157-1,Ferrari F1 1:9,2009,997
16557,16557,8158-1,Speed Racer & Snake Oiler,2008,242
16558,16558,8159-1,Racer X & Taejo Togokhan,2008,237
16559,16559,8160-1,Cruncher Block & Racer X,2008,367
16560,16560,816-1,"Lighting Bricks, 4.5V",1987,17
16561,16561,8161-1,Grand Prix Race,2008,600
16562,16562,8162-1,Race Rig,2009,104
16563,16563,8163-1,Blue Sprinter,2009,110
16564,16564,8164-1,Extreme Wheelie,2009,87
16565,16565,8165-1,Monster Jumper,2009,91
16566,16566,8166-1,Wing Jumper,2009,203
16567,16567,8167-1,Jump Riders,2009,209
16568,16568,8168-1,Ferrari Victory,2009,202
16569,16569,8169-1,Lamborghini Gallardo LP 560-4,2009,741
16570,16570,818-1,Wheel-Wind Motor,1990,6
16571,16571,8182-1,Monster Crushers,2009,388
16572,16572,8183-1,Track Turbo RC,2009,92
16573,16573,8184-1,Twin X-treme RC,2009,239
16574,16574,8185-1,Ferrari Truck,2009,539
16575,16575,8186-1,Street Extreme,2009,757
16576,16576,8188-1,Fire Blaster,2010,68
16577,16577,8189-1,Magma Mech,2010,184
16578,16578,8190-1,Claw Catcher,2010,260
16579,16579,819-1,Blue Sea Plate,1991,1
16580,16580,8191-1,Lavatraz,2010,382
16581,16581,8192-1,Lime Racer,2010,44
16582,16582,8193-1,Blue Bullet,2010,50
16583,16583,8194-1,Nitro Muscle,2010,47
16584,16584,8195-1,Turbo Tow,2010,43
16585,16585,8196-1,Chopper Jump,2010,143
16586,16586,8197-1,Highway Chaos,2010,144
16587,16587,8198-1,Ramp Crash,2010,147
16588,16588,8199-1,Security Smash,2010,137
16589,16589,8-2,Universal Building Set,1979,93
16590,16590,8200-1,Radiator Springs Lightning McQueen,2011,35
16591,16591,820-1,Red Plates Parts Pack,1980,34
16592,16592,8201-1,Radiator Springs Classic Mater,2011,52
16593,16593,820-2,"Wooden Storage Box Large (Double Latch) with Contents, with Lattice",1966,0
16594,16594,8202-1,Blast Off Chopper with Bungee Cord Power!,1998,71
16595,16595,8203-1,Rover Discovery,1998,37
16596,16596,8204-1,Sky Flyer I,1998,41
16597,16597,8205-1,Bungee Blaster,1997,64
16598,16598,8206-1,Tokyo Pit Stop,2011,147
16599,16599,8207-1,Dune Duster / Hawaiian Beach Racer,1996,82
16600,16600,8208-1,Custom Cruiser,1998,53
16601,16601,8209-1,Future F1,1998,49
16602,16602,8210-1,Nitro Bike GTX / GTX 500,1995,86
16603,16603,821-1,"Brick Separator, Gray",1990,1
16604,16604,8211-1,Brick Street Getaway,2010,552
16605,16605,821264-1,High Speed Adventure Team Collection,1991,0
16606,16606,8213-1,Spy Runner,1998,93
16607,16607,8214-1,Gallardo LP 560-4 Polizia,2010,801
16608,16608,8215-1,Gyro Copter,1997,108
16609,16609,8216-1,Turbo I,1997,91
16610,16610,8217-1,The Wasp,1998,64
16611,16611,8218-1,Trike Tourer,1998,70
16612,16612,8219-1,Go-Cart,1998,101
16613,16613,822-1,Blue Plates Parts Pack,1980,34
16614,16614,8221-1,Storming Enforcer,2011,96
16615,16615,8222-1,V-TOL,1997,141
16616,16616,8223-1,Hydrofoil 7 / Powerboat Columbia,1996,126
16617,16617,8225-1,Road Rally V / Super Kart,1995,97
16618,16618,8226-1,Mud Masher / Desert Stormer,1998,121
16619,16619,8227-1,Dragon Dueller,2011,94
16620,16620,8228-1,Sting Striker,2011,82
16621,16621,8229-1,Tread Trekker,1997,186
16622,16622,82300365300917-1,"Friends: Ready, Steady, Stick!",2019,24
16623,16623,8230-1,Coastal Cop Buggy / Miami Police Patrol,1996,176
16624,16624,8231-1,Vicious Viper,2011,96
16625,16625,8232-1,Chopper Force,1997,278
16626,16626,8233-1,Blue Thunder versus The Stinger,1998,119
16627,16627,8235-1,Front End Loader,1995,166
16628,16628,8236-1,Bike Burner,2000,60
16629,16629,8237-1,Slammer Racer / Formula Force,2000,112
16630,16630,8238-1,Slammer Dragsters / Dueling Dragsters,2000,202
16631,16631,8239-1,Cyber Challenge,1998,122
16632,16632,8240-1,Slammer Stunt Bike,2001,153
16633,16633,8241-1,Battle Cars,2001,111
16634,16634,8242-1,Slammer Turbo,2001,249
16635,16635,8244-1,Convertables,1996,276
16636,16636,8245-1,Robot's Revenge,1998,223
16637,16637,8246-1,Hydro Racer / Swamp Boat,1999,46
16638,16638,8247-1,Road Rebel / Buggy Racer,1999,44
16639,16639,8248-1,Forklift,1998,227
16640,16640,8250-1,Search Sub [No CD],1997,378
16641,16641,8251-1,Sonic Cycle,1999,89
16642,16642,8252-1,Beach Buster / Police Car,1999,167
16643,16643,8253-1,Fire Helicopter,1999,211
16644,16644,8255-1,Rescue Bike,1999,193
16645,16645,8256-1,Go-Kart,2009,144
16646,16646,8257-1,Cyber Strikers,1998,369
16647,16647,8258-1,Crane Truck,2009,1877
16648,16648,8259-1,Mini Bulldozer,2009,165
16649,16649,8260-1,Tractor,2009,104
16650,16650,8261-1,Rally Truck,2009,198
16651,16651,8262-1,Quad Bike,2009,308
16652,16652,8263-1,Snow Groomer,2009,590
16653,16653,8264-1,Hauler,2009,575
16654,16654,8265-1,Front Loader,2009,1061
16655,16655,8266-1,Spyder Slayer,1998,368
16656,16656,8268-1,Scorpion Attack,1999,79
16657,16657,8269-1,Competition Ultra Challenge [aka Cyber Stinger],1999,329
16658,16658,8270-1,Rough Terrain Crane,2007,106
16659,16659,8271-1,Wheel Loader,2007,200
16660,16660,8272-1,Snowmobile,2007,333
16661,16661,8273-1,Off Road Truck,2007,805
16662,16662,8274-1,Combine Harvester,2007,1025
16663,16663,8275-1,Motorized Bulldozer,2007,1381
16664,16664,8277-1,Giant Model Set,1997,554
16665,16665,8279-1,4WD X-Track,2000,449
16666,16666,8280-1,Fire Engine / Fire Response Unit,1995,439
16667,16667,8281-1,Mini Tractor,2006,128
16668,16668,8282-1,Quad Bike,2006,200
16669,16669,8283-1,Telehandler,2006,323
16670,16670,8284-1,Tractor,2006,872
16671,16671,8285-1,Tow Truck,2006,1879
16672,16672,8286-1,3 In 1 Car / Amphipower,1996,727
16673,16673,8287-1,Motor Box,2006,93
16674,16674,8288-1,Crawler Crane,2006,800
16675,16675,8289-1,Fire Truck,2006,1035
16676,16676,8290-1,Mini Forklift,2008,88
16677,16677,8291-1,Dirt Bike,2008,248
16678,16678,8292-1,Cherry Picker,2008,725
16679,16679,8293-1,Power Functions Motor Set,2008,10
16680,16680,8294-1,Excavator,2008,720
16681,16681,8295-1,Telescopic Handler,2008,1182
16682,16682,8296-1,Dune Buggy,2008,199
16683,16683,8297-1,Off-Roader,2008,1097
16684,16684,8299-1,Search Sub [with CD],1997,379
